ALJARAFE-O3-AT_IN,ALJARAFE-PM10-AT_IN,ALJARAFE-NO2-AT_IN,ALJARAFE-TMP Media-AT_IN,ALJARAFE-VV-AT_IN
88.5,64,9.8333,20.1667,13
80.1667,51.3333,8.1667,17,9.1667
67.1667,42.1667,10.6667,15,5.1667
52.3333,40.5,15,14.3333,5
51,43.6667,10.5,13.3333,5.5
56.6667,42.5,8.8333,12.3333,2.8333
54.6667,35.5,7.6667,12.1667,3
56.5,31.5,8.3333,12,2.1667
46.1667,29,11.6667,12,4.5
37.3333,32.5,23.3333,11.8333,4.1667
29.6667,22.1667,30.6667,12.1667,4.3333
30.1667,21,25.8333,14.5,5.6667
37.8333,5.8333,30,16.1667,10.1667
63.6667,10,17,18.3333,12
82.3333,10.3333,8.5,20.1667,17.1667
91.8333,5.6667,8,23.1667,12.8333
103.5,13.1667,6,24.1667,15.1667
110.333,11.3333,5,25.1667,18
110.667,12.5,4.5,26.1667,18.5
111.5,10.6667,4,26.5,21
114,14.1667,4.3333,27,20.3333
114.167,17,4.3333,27,18.6667
113.5,24.3333,5,27,13.1667
106.333,40,6.1667,25.6667,10.5
91.8333,50,16.8333,23,4.3333
69.3333,24.8333,35.3333,21.8333,5.3333
55.8333,25.3333,45.1667,21.1667,8.3333
67.5,39.8333,24,20,9
67.3333,32,22.3333,19,10.1667
53,35.8333,23.8333,17.5,9.3333
54,23,19.6667,17,8
68.3333,15,10.3333,17,10.6667
63.1667,17.8333,12.3333,16.3333,13.1667
57.5,13.1667,17.1667,16,16.8333
31.6667,22,38.8333,15.1667,18.5
31,24.1667,43,16.3333,19.3333
45.5,11.1667,34.3333,18.6667,19.8333
81.3333,18.5,18.6667,21.8333,22.6667
91.1667,20.5,13.6667,23.8333,24.1667
100,21.1667,11.5,25.8333,23.5
109.167,34.5,8.8333,27.1667,29
115.167,38.8333,7.6667,28.5,28.5
121,25.8333,7.8333,29.1667,31.1667
124.833,28.1667,6.5,29.5,27
125.5,22.6667,6.8333,30,23.5
127.167,26.8333,6.8333,30,23.1667
124.833,27.6667,7.8333,29.8333,16
113.333,41.3333,13.6667,28.5,13.5
91.1667,54.3333,31.8333,26,8.1667
96.1667,52,14.1667,22.5,11.8333
90.3333,47.5,10.3333,20.3333,13.3333
83.8333,37.6667,9.8333,19.6667,8.6667
85,30.3333,15.6667,20,8.6667
75.3333,31.3333,18,19,11.5
54.5,34.6667,20,17.8333,15.1667
70,23.1667,10.6667,17,14.1667
69.5,19.5,9.6667,16.3333,17.3333
61.5,19.3333,18,16,18.6667
46.8333,23.6667,36.5,16.1667,17
37.6667,31.1667,51.1667,18,15.1667
51.1667,9.6667,43,20.5,15.8333
67.6667,19.6667,29.5,23.5,18.1667
87.5,24.8333,14.5,25.6667,23.1667
94.6667,31.3333,10.8333,27.6667,27.1667
101.5,35.6667,8,29.8333,30
106.5,37.1667,8.1667,31,30.1667
111,22,6.6667,31.3333,28.5
113.667,24,7,31.8333,27.3333
117.667,18.6667,8,32,22.8333
121.333,26.3333,9,32,20.5
130.167,28.8333,9.1667,31.6667,18.3333
126.167,46.6667,12.1667,30.5,11.8333
107.167,67,27.8333,27.5,5
82,65.6667,19,23.5,7.8333
83.6667,69.5,12.6667,21.1667,6.8333
81,54,9,19,7.3333
81.6667,62.8333,10.8333,18.5,8.5
63.5,88,16,17.8333,5.6667
64.6667,44.3333,19.6667,18.6667,7.3333
40.8333,48.3333,30.5,17.8333,6.5
34.5,53.1667,27.8333,16.6667,6
30,44,30.1667,16,8.1667
37.3333,39,34.3333,16.6667,19.5
36.1667,32.1667,42.6667,18,21.3333
37,19.5,47,20,19
67,32,32.3333,24,20.3333
91.8333,37.3333,23.6667,27.5,21
108.5,73.6667,17.1667,29.3333,22.6667
120.333,68,13.1667,31,24.8333
131,46,10,32.5,27.3333
132.167,30.5,7,33.3333,27.5
133.5,28.8333,7.3333,34.3333,23.8333
134.167,52.3333,7.6667,34.1667,22.3333
128.5,46.3333,7.1667,34,23.8333
124.5,27.3333,7.5,34,17.5
113.333,39.1667,16.3333,32.5,11
94.5,60.3333,34.1667,29.6667,8.6667
78.5,36.6667,46.6667,28,6.5
65.3333,41.6667,52.6667,27.1667,10.6667
76.6667,43.8333,25.1667,25,9.3333
64,49,25.5,24,11.5
70.6667,28.1667,12.8333,23.6667,12
60.8333,28.1667,14.6667,21.8333,11.6667
60.5,24.3333,13.6667,21,12.3333
59.5,23.6667,13.8333,19.6667,12.5
49,26.5,21.1667,18.8333,14.6667
37,28.1667,42.6667,18.3333,15.6667
36.1667,44.8333,49.6667,19,19.8333
55.3333,33.3333,39.3333,21,20.8333
82.3333,43.8333,23,24.1667,21.5
100.833,31.1667,12.8333,27.1667,22.1667
110.333,33,10.6667,29.1667,22
113.333,40.3333,11.3333,31.1667,22.6667
117,40.8333,10,32.6667,21.6667
120,23.8333,8,33.8333,23.6667
115,42.3333,8.5,33.5,26.6667
111.5,59,9.5,33,31.8333
116.5,52.1667,10.8333,32,30.1667
120,51.3333,10.1667,31.1667,29
104.833,47.3333,15.5,30.3333,16
83.1667,54,23.5,27.5,10.1667
69.5,48.3333,21.1667,24.6667,5.1667
65.5,37.6667,20.8333,23.3333,6.8333
58.3333,35,24.5,22.1667,14
76.1667,24.5,12.8333,21,20
79.1667,33,10,20.1667,18.6667
80.1667,37.1667,9.6667,19.3333,13.8333
79.8333,43,9.6667,19,12.3333
76.8333,40.1667,12.6667,19,15.3333
74.3333,38.6667,19,18.1667,16.3333
52,44.6667,41,18,14.3333
44.5,52,54.3333,19.5,16.3333
64.5,43.8333,39.6667,22,21.6667
100.667,65,16,25,29.8333
111,69,13.3333,27,31.1667
117,70.8333,10.1667,29.3333,25.8333
116.5,53,10,31,26.3333
118,44.1667,10.3333,32.3333,23.3333
120.333,33.5,9.1667,34,23.5
119.333,55.6667,9.6667,33.5,26.6667
121.5,47.8333,10,33,29
120.667,36,9.3333,32.8333,23.3333
112.167,74.5,5.5,30.1667,21.8333
105.167,92,6.6667,27.1667,21
97.5,73.3333,11,24.5,15.3333
83.3333,57.8333,19.5,22.8333,8.6667
84,48.5,15.3333,22,7.5
78.3333,39.8333,19.6667,21.1667,7.1667
84.1667,46.1667,12.8333,20.1667,12.3333
90.5,42.3333,6.1667,19.5,17.1667
89.8333,29.5,9.1667,19,12
72.8333,32.1667,14.6667,18,12
73.3333,23.6667,14.8333,18.6667,15.8333
71.5,29.8333,13.6667,18.1667,15.3333
62.5,32.8333,18.3333,17.1667,17
67.1667,13.3333,20.5,21,14.5
75,20.8333,20.5,23.5,15.1667
86,18.1667,21.3333,27.3333,9.1667
102,33.1667,17.1667,29.6667,8.8333
116.5,30.3333,12.3333,30.8333,14
123.333,27.1667,6.1667,31.8333,15.8333
122.167,31.1667,4,32.3333,15.1667
124.167,30.6667,4,32.3333,19
122.167,42.5,3.5,32,18.6667
123.833,33.5,3.5,32.3333,14.8333
112.5,47.5,4,30.6667,23.5
107.167,55.1667,4.8333,28,31.6667
104.667,56.3333,6.5,24.8333,25.6667
99.5,46.5,7.5,22.5,18.8333
97.5,44,7.3333,21,14.5
97.3333,33,9.3333,21,12.6667
94,22,10.8333,20.3333,10.1667
87.5,43.1667,11.6667,19.5,5.3333
89.6667,30.5,11.8333,19,5.6667
67,32.8333,23,18.5,7
72.1667,37.3333,14,18,10.1667
63.8333,33.6667,13.5,18,13.1667
58.3333,32.6667,17,17.6667,13.8333
71,16.1667,12.3333,19.1667,17
75.1667,6.1667,13,20.8333,14
85.3333,12.3333,14.6667,23.3333,12.3333
108.333,14,10.5,26.3333,8.5
118.167,18.8333,6.5,27.5,14.1667
120.333,27.8333,4.5,28,19.1667
119.833,35.1667,3.8333,28.6667,24.6667
120.833,35.1667,3.5,28.8333,30.5
122.833,34.1667,3.3333,28.3333,33.1667
122.167,65.8333,3.8333,27,36.5
117.5,62.1667,3.5,25.3333,36.1667
112.833,32.6667,3.6667,24.8333,32.6667
104.167,55.6667,4.1667,23.5,28.1667
97.1667,59.1667,5.1667,21.5,22.3333
85.6667,61.8333,6.3333,19.8333,16
77.6667,98,8.3333,19,15.5
75.6667,93.3333,7,18,14.6667
80.3333,81.6667,4.6667,18,12.5
79,74.6667,6,17.3333,12
75,79.6667,7.6667,17,12.1667
78.6667,49.5,6.8333,17,11.1667
82.5,39.1667,6.3333,16.1667,12.3333
74.8333,31.1667,8.1667,16,5.8333
66.5,39,21.6667,16,7.8333
79.3333,15.6667,15.1667,17.5,9.8333
83.6667,7.5,8.8333,18.5,11.6667
85.5,7.3333,5.3333,20.3333,15.3333
94,22.6667,5.3333,21.8333,17.6667
113.5,21.8333,4.3333,23.1667,22.1667
118.333,35.6667,5.5,24.6667,22.1667
113.167,55.5,5.1667,24.5,25.5
114.333,22.8333,4.3333,25,27
115.833,27.5,4.3333,25.1667,27.5
115.333,26.8333,4,25,27.5
107.833,38.3333,4.1667,24,29.3333
103.667,42,4.5,23,28.5
90.8333,29.8333,4.8333,22.1667,27.6667
70.6667,36.3333,6.1667,20.1667,22.5
67,32.8333,6,18.6667,15.6667
60.1667,36.3333,6.3333,17.3333,11.6667
58,38.6667,5.6667,16.6667,11.8333
59.1667,44,4.6667,17,10.3333
61.1667,29.8333,4,17,9.8333
58.1667,26.3333,4.1667,16.5,6.5
55.1667,21.6667,4,15.8333,5.5
52.6667,26.6667,4.6667,15,3.3333
56.1667,22.6667,7.1667,14.6667,2.3333
59.8333,44,13.1667,15.1667,2.6667
74,20.5,5,19,3.3333
73,5.8333,6.3333,19.5,9.3333
77.3333,17.1667,4.1667,20.5,10.5
78.3333,8.3333,5.8333,22.6667,13
82.1667,55.3333,5,23.5,18
81.8333,107,3.8333,23.5,17.5
79.8333,44,3,24.6667,21.6667
78,117.167,3,24.5,25.3333
80,177.333,3.6667,24.6667,24
78.6667,16.3333,3.3333,24.5,27.3333
77.8333,31.6667,3.1667,24,30.6667
77.1667,5.8333,3.8333,23.3333,27
70,18.8333,4.6667,22.6667,23.6667
67.3333,29,6,20.6667,21
66.1667,25.3333,6.6667,19.3333,21.6667
69.5,24.3333,5.5,18.5,26.6667
68.5,31.6667,8,17.8333,20.5
59.1667,30.3333,7.5,16.6667,9.5
51.1667,29.3333,4.1667,15.3333,4.3333
51.1667,33.6667,4.5,15,4.6667
43.3333,23.6667,7.6667,15,5
40.3333,16.3333,6.1667,14.5,4.3333
37.6667,15.3333,7.1667,14,4.5
18.3333,28,33.8333,14.8333,4.5
18.6667,72.5,49.3333,17.6667,6.8333
44.5,7.6667,32.8333,19.6667,11.8333
49.5,40.6667,37.1667,21.3333,12.8333
64.3333,28.1667,27,23.5,12.1667
82.6667,49,17.1667,25.5,13.3333
91.1667,25,13.8333,26.8333,12.1667
101.667,28.8333,10,28.1667,13
112.167,25.8333,6.8333,29,13.8333
115.667,33.6667,6.5,29.1667,19.6667
107.667,56,5.3333,28.3333,25.3333
97.3333,55,4.3333,27.3333,30.1667
92.5,36.6667,4.8333,26.5,29.1667
87.8333,53,5.1667,24.6667,29.1667
90.3333,61,6.3333,21.6667,22.8333
87,53.8333,6.6667,19.6667,17.6667
76.6667,47.1667,6.8333,18,12
67.6667,41,6.1667,17.3333,10
65.5,40.6667,4.8333,17,8.8333
57.3333,40,4.6667,17,6.5
46,39.6667,6.5,16.3333,8.1667
43.1667,28.3333,6.8333,16,4.1667
44,29.1667,5.5,16,2.6667
38.8333,33,10.3333,15.5,4.3333
27.3333,31,23.6667,15.1667,4.3333
40.48,26.1387,23.8067,16.6667,5
40.065,44.02,20.9983,19.1667,6.5
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
76.3333,47,13.5,24,12.1667
92.6667,87.6667,7.3333,24.6667,19.8333
99.5,49,5.1667,25.1667,27.6667
104.333,56.1667,5.6667,25.3333,28.3333
106,219.833,5.3333,25.3333,32.1667
105.5,33.6667,5,25.6667,32
110.667,49,4.6667,25.1667,35.6667
110,49.3333,4.5,24.8333,32.1667
108.333,24.3333,4.3333,24.5,30.1667
106.333,34.3333,5.3333,23,29.1667
100.833,45.8333,5.5,21.1667,25.1667
97.6667,30.5,6,19.6667,20.1667
86.6667,29.1667,9.8333,19,14
93.1667,22,7.1667,19,16.8333
89.8333,27.6667,5.3333,18.6667,17.6667
82.6667,22,5,18,17.5
76.1667,26.6667,5.1667,17,10.5
70.6667,30.3333,5.1667,16,7.5
66.1667,22.3333,4.6667,15.3333,6.6667
55.8333,28.5,7.5,14,5.6667
41.1667,22.1667,28.3333,15,9.3333
45.5,78.1667,28.6667,17.5,6.1667
74.8333,33,11.6667,18.6667,13.6667
87.3333,19.3333,6,20,17.1667
89.8333,24.8333,9,22,17.8333
93,45.3333,5.3333,23.5,17.3333
96.5,16.1667,5.1667,25.3333,17
98,37.1667,4.8333,25.1667,16.8333
98,22.1667,4.3333,25.1667,21.5
98.1667,15.8333,4,26.1667,26.3333
103.167,41.6667,4.1667,25.3333,30.3333
105.833,45.5,4.8333,25.5,32.5
101.833,28.1667,5.1667,26,28.8333
99.6667,45.8333,6.5,25,25.1667
88.8333,40.1667,8.8333,23,16.1667
68.1667,44.3333,20.1667,21.6667,9.6667
64.3333,53.5,14.5,19.8333,6
57,69.3333,15.3333,18.5,6.8333
51.6667,71.5,9.6667,17,4.3333
47,42.3333,15,16.8333,6
76.8333,7.3333,9.8333,18.5,6.8333
81.1667,19.6667,6.8333,18,6.8333
71.8333,27,8.8333,17,5.6667
57.8333,25.3333,11.1667,16,4.1667
26.6667,29.1667,28.1667,15.5,2.6667
30.5,76.8333,32.5,19.5,5.8333
44,7.6667,35.6667,21,7.1667
58.8333,26.5,29.8333,23.1667,9.5
88,32.8333,13.8333,24.3333,12.8333
100.167,25,6.3333,26,14
110.5,26,5,27,15.8333
111.833,30.1667,3.6667,28,16.5
110,22.3333,3,28.1667,17.6667
109.333,12.8333,2.6667,29,18
110.667,15.1667,2.6667,29,16
108.333,27.1667,3.3333,29,17
105,37.6667,3.3333,27.8333,19
97.5,48.5,4.8333,25.8333,20.3333
91.1667,50.3333,5.3333,22.8333,19
82.8333,40,7.1667,20.5,16.3333
72,37.6667,9,19,6.1667
68.6667,40,8.3333,18,5.6667
68.5,32.3333,8.5,17.6667,5.5
58.5,48.8333,10.3333,17,4.3333
59.1667,47.3333,8.5,17,4.6667
56.3333,37.8333,8.6667,17,4.3333
39.3333,26.5,11.6667,16.6667,4
22.6667,23.3333,22,16,5.6667
18.3333,19.1667,33.1667,16.6667,6.1667
35.1667,15.6667,25,19.6667,9.8333
53.6667,5.6667,17.8333,21.6667,14.8333
70.5,15.1667,14,24,17.3333
87.8333,5.6667,9.6667,27.3333,16.5
101,11.8333,8.6667,30.1667,14.8333
113.167,73.1667,9.1667,32.3333,13.8333
121.333,28.8333,5.6667,33.8333,13.5
127.167,15.3333,5.1667,34.3333,15.1667
130.667,20.6667,5,35,16.1667
129.833,17.3333,5,35,15.5
126.833,20.3333,4.8333,35.3333,13
119.667,24.8333,4.8333,35,10.1667
116.5,34.1667,5,34.1667,4.8333
86.1667,60.6667,28,30.8333,4.3333
93.3333,65.8333,23.1667,28.3333,17.3333
101.667,44.1667,17.5,27.1667,17.8333
102.5,35,13.3333,26.6667,14.1667
80.6667,44.5,13,23.6667,6.5
69.8333,66.5,11.3333,22,5
79.5,49,8.1667,22,6.3333
82.6667,25.5,8.3333,22,7.5
52.8333,46.8333,22.3333,21,7.6667
37.1667,45.3333,33.1667,20.3333,6.3333
25.3333,54.8333,46.8333,20.5,11.1667
26.6667,112,54.3333,22.6667,14.5
39.1667,81.1667,52.1667,24.8333,15.1667
72.6667,72.5,31,27.5,15.6667
89.6667,29.3333,28.1667,30.6667,14
104.667,47,29.3333,34,12.5
122.167,41.3333,18.5,36.3333,13.3333
133.5,38.1667,12.5,37.3333,14
132.167,23.1667,9.8333,38.1667,15
125.667,16.5,6.3333,38.5,14.1667
130.167,20.8333,6.6667,38.3333,13.5
135.5,30.6667,7.8333,38.6667,10.1667
135.333,33.5,8.1667,37.8333,8.6667
132.333,54.3333,11,35.8333,12.6667
116,67.3333,13.6667,32.8333,18
107.667,51.3333,18.5,30.6667,17.3333
97.6667,38.8333,13.3333,29.8333,19
99,24.3333,10.1667,29,19.6667
79,51.3333,11.3333,26.6667,9.8333
61,72.1667,12.8333,23.3333,4.5
60.1667,52.1667,12.1667,22.1667,5.1667
68.5,45.3333,9.6667,23,5.5
56.1667,41.1667,13.6667,22.5,4.6667
28.1667,27.8333,32.1667,22,5.1667
9.5,117.667,66.6667,22.5,5
12.8333,356.5,71,25.1667,5.1667
19,143.167,103.333,27.3333,9.6667
39.3333,174,100.667,30,9.8333
63.8333,99.3333,85.8333,33,10.5
98,86.3333,45,35.5,11.5
111.833,52.8333,32,37.8333,10.1667
122,31.3333,10.5,39.1667,12.6667
137.833,26,6.5,39,16
132.5,43.1667,4.5,38,20
126.333,36.5,3.6667,37.6667,23.6667
124.333,30.5,3.8333,37,24.6667
120.167,33.1667,4.8333,35.8333,24.5
110,44.8333,8.6667,33.8333,17.8333
99.8333,52.5,10,31.5,16
86.8333,41,14.5,28.8333,11.6667
83.5,58.6667,10.5,26.1667,5.8333
68,54.5,14.5,24.3333,5.6667
55.8333,106.667,17,22.5,6.5
68.3333,84.1667,14.8333,22,5.1667
82.1667,40.1667,10.6667,22,6.5
103.833,48,8.8333,22,6
92,54,10.1667,21.8333,4.1667
92,54.5,11.3333,21,5
79.8333,51.3333,35,22,6.6667
75,64.5,35.5,23.3333,6.3333
90.6667,17.3333,17.6667,25.3333,12
116.833,9.5,8.3333,27,14.5
110,21.8333,13,28.8333,15.5
108,50.1667,12.8333,30.1667,18.5
115,57.1667,12.6667,31.5,17.6667
135.833,30,7.5,32.6667,19.8333
131.833,48.3333,6.3333,32.6667,18.5
138,22.5,7.1667,33.6667,21.1667
126.333,17.5,5.3333,33.6667,21.6667
126,43.3333,5.5,32.5,22.6667
123,46.3333,6.3333,30.8333,20
114.333,53,7.6667,28.8333,17.1667
94.3333,80,10.8333,26.1667,14.5
65.3333,113.167,19.3333,24.1667,14.5
69.6667,48.6667,13.3333,23.1667,12.8333
69,76.8333,10.3333,22.6667,13.5
61,40.3333,9.1667,21.8333,11.6667
56.5,28.6667,9,21,13.5
50,52.8333,9,21,11.5
37.5,50.8333,10.8333,20.3333,9.1667
31.5,59.1667,10.1667,20,7.8333
33.3333,59.6667,10.6667,20,10.6667
30.8333,48.3333,12.3333,20.1667,5.8333
26.1667,84.3333,16.6667,21.5,8.1667
53.3333,5,11.1667,23.5,14.3333
73,5,9.6667,24.1667,21.3333
94.5,9.3333,8,25.5,24.8333
101.167,18.6667,6.3333,27.3333,26.6667
111.5,111.5,5.5,28.5,28.8333
120.5,31,5,29.5,28.6667
119,63,5,30,30.6667
120.333,39,5.1667,30.5,31.6667
119.333,13.8333,4,30.5,31.3333
113,34.8333,4,29.1667,31
102,37.6667,3.8333,27.8333,31.5
92.6667,40.6667,4,26.1667,30
84,66.3333,5.1667,23.6667,23.3333
70,120.833,4.3333,21.3333,19.6667
66.3333,80.1667,3,20.1667,21
66.3333,67.1667,3.6667,20,15
63,72.5,3.5,19.3333,12.5
63.6667,53.1667,3.6667,19,14.5
57.3333,52,3.6667,18.6667,10.8333
49.6667,59.1667,3.8333,18.6667,11
49.5,38,4.3333,18,10.1667
52.3333,56.5,5,18.6667,9.8333
56,49.1667,5.8333,19,11.1667
61.1567,35.275,14.6917,19,12
72.0567,27.5267,13.2733,19.5,11.8333
62.3333,7.5,6.1667,21.1667,10.8333
69,5,6.5,23.8333,11.8333
75.8333,16.8333,7.5,26.3333,15.3333
96,11,5.6667,28.3333,15.3333
102.167,23.1667,5,31,17.5
107.167,43.1667,4.8333,32.5,18.5
108.333,42.5,4.6667,33.5,18.5
102,39,4.8333,33.5,20.5
107.5,46.8333,5.3333,33.1667,21.3333
119.167,32.1667,5.6667,32.3333,22
129,50.6667,8.5,30.6667,19.1667
99.3333,64.8333,9.8333,28.1667,16
78.6667,52.36,11.8333,25,14.5
77.3333,46.3333,8.1667,23.5,12.5
68.3333,31.1667,9.6667,21.8333,8.8333
61,38.8333,9.5,20.5,7.3333
50.3333,69.5,10.6667,20,6.1667
44.6667,79.8333,8.1667,19.1667,5.8333
49,55.1667,7.3333,20,4.5
60.3333,122.333,7.6667,20,6.1667
64,7.1667,11.1667,20,7.5
24.6667,21,31,20,7.8333
38.5,14.3333,26.6667,22,11.8333
51,5,26.8333,24.6667,10
86.1667,6.5,15.8333,27.1667,9.1667
110,27.3333,9.5,28.8333,12.6667
123.667,26.8333,6,30,16.8333
124.5,30.1667,5.8333,31,17.3333
132,28.1667,4.5,32.1667,24.1667
132.333,15.5,3.8333,33,27.5
139,25.6667,4.1667,33,27.5
138.667,29,4,33.5,25
135,36.3333,4,32.3333,23.6667
130.667,39.3333,4.5,31.5,25.1667
130.833,46.6667,5,30,23.5
129.5,60.6667,5.5,27,20.6667
123.167,74.3333,6.3333,24.5,20.5
120.167,51.3333,5.5,22.3333,18.1667
109.333,42,6.8333,21.3333,12.5
95.5,74.1667,6.5,20.5,9.3333
88.8333,54.6667,5.5,20,11.5
79.5,35.5,4.6667,19.1667,9
61.6667,41,6.1667,18.3333,5
53.3333,42.5,6.1667,18,6.8333
51,52.5,5,18,6.6667
51.3333,50.8333,5.3333,18,8.8333
47.1667,25.6667,5.8333,19.1667,9.8333
54.5,5,8,21.1667,13.6667
74.3333,5.1667,6.1667,22.1667,19
79.5,8.5,6.5,24.3333,16.5
88.5,27.6667,5.3333,26.5,17.1667
94.5,20.6667,4.6667,28.5,20.8333
97.5,25,4,29.5,23.6667
99.6667,24.6667,3.6667,30,24.1667
100.833,35.1667,3,29.8333,29.1667
103,82.8333,3,29.1667,34.5
99.8333,59.8333,3,28.3333,30.1667
96.6667,37.3333,3.3333,27.6667,28.1667
89.3333,44.8333,4.3333,25.8333,23.1667
89.8333,50.8333,4.5,22.6667,20.1667
91.3333,40.5,6,21,15.8333
86.1667,39.5,6,19.8333,10.8333
83.8333,112.333,4.8333,19,10.8333
65.3333,91.1667,5,18.1667,9.6667
63.1667,49.5,6.3333,17.3333,6
62,40.1667,7.1667,17,7.3333
55.3333,26.3333,7.1667,16.3333,5.1667
56.8333,36.3333,7.6667,16,3.6667
54,40.1667,8.3333,16,3.8333
22.6667,56.1667,36,16.5,4.5
41.3267,54.6667,27.5,18.8333,7.5
66.2673,36.3333,18.6667,20.1667,10.1667
67.6667,22.5,10.5,22.6667,15.8333
82.1667,61.5,7.5,24.3333,17.8333
96,32,6.3333,26,19.6667
107.333,35.6667,5.8333,27.8333,20.6667
107.833,29.1667,5.5,29,23
105.667,16.8333,4.5,29.8333,24.1667
109.833,58.5,4.6667,30,25.6667
117.5,68.3333,5.3333,30.1667,26
118.167,61.6667,5.1667,30,26.8333
99.3333,36.8333,4.8333,28.6667,27.6667
102,43.3333,5,26.6667,25.5
100.667,48.5,6.3333,24,20.1667
96.1667,57.6667,5.6667,21.5,16.5
90.5,56.5,5.5,20.5,15.8333
87.8333,90.6667,4,20,15.3333
70.8333,43.3333,5.3333,18.8333,9.6667
67.3333,38.1667,5,18,8.8333
57.6667,38.3333,6,18,4.3333
43.5,30,8.3333,17.3333,5.1667
41.8333,23.3333,7.5,17,5.1667
36.1667,23.1667,8.6667,16.5,4.6667
28.1667,25.6667,16.6667,16.5,4.3333
31.3333,46.6667,17.3333,19,3.6667
39.6667,5,19.1667,21.3333,8.1667
62.6667,5,10.1667,23.3333,8.3333
83,14.8333,8.6667,25.3333,12.1667
89,42.1667,7.5,25.8333,22.3333
91,17.6667,5.1667,27.1667,27.1667
90.6667,14.6667,4.5,28.1667,25.6667
83,20.3333,4,28,34.5
82.1667,51.6667,4.1667,27.3333,35.5
77.6667,88,3.8333,25.5,37
76.8333,46.8333,3.3333,24.3333,36
81.5,48,4,22.5,35.8333
82.1667,30,5,22,32.8333
77,34.3333,5.6667,21.1667,26.5
75.1667,36.6667,5,20.1667,24.8333
70.1667,24.8333,5.5,19.8333,22
64.3333,19.8333,6.8333,19,19.1667
57.8333,35.1667,8.6667,19,16
58.3333,25.8333,8.1667,19,18.5
70.1667,38.1667,5.3333,18.1667,26.3333
74.3333,23.6667,3,17.8333,23.3333
71.6667,24.1667,3,17,21.6667
71.8333,21.5,3.5,16.5,19.1667
60,51,4.8333,16,17.3333
60.6667,28.6667,4.6667,16.8333,28.1667
60.6667,22.3333,4.3333,17,27.3333
64.5,29.1667,3,17,32.3333
64.3333,34,3,17.8333,41.3333
66.5,18.6667,3.1667,18,47.6667
67.3333,29.5,3.1667,18,48.5
56.5,44.3333,3.8333,18.8333,32.3333
52.3333,5,3.6667,18,30.1667
54.5,5,3.5,18.5,29
52,5,3,18,33.3333
50.8333,5,3.5,19.3333,30.8333
63,5,4,21,28.6667
68.6667,6.6667,5,20.5,25.8333
69.6667,31.6667,5.8333,19.1667,20.6667
61.6667,35,7.3333,17.8333,15
59.6667,7.6667,6.5,17.1667,17.8333
64,5.1667,6.8333,17,23.3333
62.1667,30.3333,7.5,16.5,22.6667
61.6667,33.6667,6.3333,16,21.5
63,18.6667,4.5,15.3333,22.3333
59,27.6667,4,14.5,18.5
51.5,17.3333,5.3333,14,15.6667
45.5,20.6667,7.5,14,14.1667
38.3333,18.8333,14.1667,14.1667,12.5
48.5,7.8333,10,15.8333,16
61,5,6,17.8333,23.1667
65.6667,9.6667,5.5,19,23.3333
72.5,10.5,4,20.1667,23.8333
78.5,11.3333,3.8333,21.3333,24.8333
81.5,8.3333,3.6667,22.6667,26
80,32.3333,3.6667,21.8333,31.5
80.6667,9.3333,3.5,22.6667,41
79.6667,15.8333,3.1667,22,35.3333
78.5,20.5,3,21.8333,37.5
77.1667,38.3333,3.1667,20.5,37.6667
75.5,28.6667,3.3333,19.6667,37.5
78.5,41.1667,4.5,18.6667,32.8333
78.3333,21.6667,4.5,18.3333,25.3333
75.5,18.5,4.5,17.1667,21.5
71.6667,44.8333,4.5,16.1667,16.3333
69.5,34.3333,4.3333,15.8333,13.1667
69.1667,35.6667,5.1667,15.5,13.5
61.6667,32.3333,5,15,12.5
59.1667,25.8333,6.3333,15,13.6667
56.6667,16.1667,8,14.6667,11.8333
45.6667,30.6667,7.5,13.1667,13
42.3333,30.1667,10,13,11.6667
40.1667,5.8333,22.3333,13.3333,10.6667
45.6667,6.6667,21.1667,15.1667,12
61,5,12.8333,17,12.8333
77.8333,8.1667,7,18.3333,17.1667
81.8333,10,5.1667,19.5,19.8333
87.6667,21,4.6667,20.1667,19.6667
90.1667,12,4.3333,21.1667,21.3333
90.8333,29.8333,5.5,21,25
89.1667,38.6667,4.5,20.5,28.6667
88.3333,10.5,3.5,21,25.5
88.1667,18.1667,3.1667,21,24
85.3333,33.6667,4.3333,20.8333,25.3333
86.3333,15.5,4.3333,21,24.6667
86.6667,20.5,5,20.6667,21.6667
83.5,40.5,7,19.1667,19.1667
77.6667,35,7.1667,18.1667,14.1667
72.6667,38.1667,5.6667,17.3333,14.8333
74.6667,37.5,4.3333,17,13.5
73.5,37.8333,3.8333,17,13
68.8333,32.1667,4,17,13
61.6667,30.3333,4,17,11.6667
56.8333,34.6667,4.1667,17,14.1667
50.8333,31.3333,6.1667,17,12.6667
47.8333,8.8333,9.5,17,8.5
43.1667,29.5,9.3333,16.1667,6.6667
51,7.8333,10.5,17.3333,11.3333
68.8333,5.3333,9.3333,18.5,12.3333
73,23.6667,6.6667,18.3333,11
85.5,5,4.5,21.1667,23.8333
89.6667,8,4.1667,22.1667,25.3333
87.1667,30,5,21.6667,28.1667
86.8333,33.5,5.8333,20.5,27.6667
89.6667,6.3333,4,21.5,24.5
87,7.8333,3.6667,21.8333,18.5
